game_id,game_category
177334761,GENRE_HYPERCASUAL
177371883,GENRE_STRATEGY
177420436,GENRE_LOGIC
177441826,GENRE_BOARDS
177676541,GENRE_ROLE
177676656,GENRE_ROLE
177681371,GENRE_THREE_IN_ROW
177694573,GENRE_THREE_IN_ROW
177695585,GENRE_BOARDS
177741838,GENRE_BOARDS
177751199,GENRE_ROLE
177833309,GENRE_LOGIC
177901113,GENRE_LOGIC
177962891,GENRE_COMMUNICATION
178065655,GENRE_GAMBLING
178109999,GENRE_THREE_IN_ROW
178302141,GENRE_HYPERCASUAL
178402950,GENRE_RACING
178406009,GENRE_HYPERCASUAL
178547942,GENRE_LOGIC
178610180,GENRE_COMMUNICATION
178621749,GENRE_STRATEGY
178628281,GENRE_BOARDS
178637021,GENRE_BOARDS
178662804,GENRE_LOGIC
178698178,GENRE_HYPERCASUAL
178726790,GENRE_HYPERCASUAL
178770490,GENRE_LOGIC
178799723,GENRE_LOGIC
178820561,GENRE_HYPERCASUAL
178861478,GENRE_ECONOMIC
178919438,GENRE_LOGIC
179088948,GENRE_HYPERCASUAL
179103139,GENRE_RACING
179139180,GENRE_HYPERCASUAL
179210480,GENRE_LOGIC
179252271,GENRE_SIMULATORS
179258642,GENRE_LOGIC
179276237,GENRE_HYPERCASUAL
